Name,Team_from,League_from,Team_to,Summer,Transfer_fee,Comb
Marco Parolo,Parma,Serie A,Lazio,2014,4.5,Marco Parolo2014
Federico Peluso,Juventus,Serie A,Sassuolo,2014,4.5,Federico Peluso2014
Kyle Lafferty,US Palermo,Serie A,Norwich,2014,4.5,Kyle Lafferty2014
Federico Bonazzoli,Inter,Serie A,Sampdoria,2014,4.5,Federico Bonazzoli2014
Mohamed Diamé,West Ham,Premier League,Hull City,2014,4.4,Mohamed Diamé2014
Michael Dawson,Spurs,Premier League,Hull City,2014,4.4,Michael Dawson2014
Adil Rami,Valencia CF,LaLiga,AC Milan,2014,4.25,Adil Rami2014
Carles Gil,Valencia CF,LaLiga,Aston Villa,2014,4.2,Carles Gil2014
Dabao Yu,DL Yifang,League One,BJ Sinobo Guoan,2014,4.2,Dabao Yu2014
Daniel Agger,Liverpool,Premier League,Bröndby IF,2014,4.0,Daniel Agger2014
Esteban Granero,QPR,Premier League,Real Sociedad,2014,4.0,Esteban Granero2014
Raheem Sterling,Liverpool,Premier League,Man City,2015,63.7,Raheem Sterling2015
Ángel Di María,Man Utd,Premier League,Paris SG,2015,63.0,Ángel Di María2015
Christian Benteke,Aston Villa,Premier League,Liverpool,2015,46.5,Christian Benteke2015
Nicolás Otamendi,Valencia CF,LaLiga,Man City,2015,44.6,Nicolás Otamendi2015
Jackson Martínez,Atlético Madrid,LaLiga,GZ Evergrande,2015,42.0,Jackson Martínez2015
Paulo Dybala,US Palermo,Serie A,Juventus,2015,40.0,Paulo Dybala2015
Arturo Vidal,Juventus,Serie A,Bayern Munich ,2015,37.5,Arturo Vidal2015
Morgan Schneiderlin,Southampton,Premier League,Man Utd,2015,35.0,Morgan Schneiderlin2015
Arda Turan,Atlético Madrid,LaLiga,FC Barcelona,2015,34.0,Arda Turan2015
Memphis Depay,PSV Eindhoven,Eredivisie,Man Utd,2015,34.0,Memphis Depay2015
Mateo Kovacic,Inter,Serie A,Real Madrid,2015,31.0,Mateo Kovacic2015
Carlos Bacca,Sevilla FC,LaLiga,AC Milan,2015,30.0,Carlos Bacca2015
Ramires,Chelsea,Premier League,JS Suning,2015,28.0,Ramires2015
Álvaro Negredo,Man City,Premier League,Valencia CF,2015,28.0,Álvaro Negredo2015
Pedro,FC Barcelona,LaLiga,Chelsea,2015,27.0,Pedro2015
Stefan Savic,Fiorentina,Serie A,Atlético Madrid,2015,25.0,Stefan Savic2015
Alessio Romagnoli,AS Roma,Serie A,AC Milan,2015,25.0,Alessio Romagnoli2015
Raúl Jiménez,Atlético Madrid,LaLiga,Benfica,2015,22.0,Raúl Jiménez2015
Mario Mandzukic,Atlético Madrid,LaLiga,Juventus,2015,21.0,Mario Mandzukic2015
Luciano Vietto,Villarreal CF,LaLiga,Atlético Madrid,2015,20.0,Luciano Vietto2015
Andrea Bertolacci,AS Roma,Serie A,AC Milan,2015,20.0,Andrea Bertolacci2015
Georginio Wijnaldum,PSV Eindhoven,Eredivisie,Newcastle,2015,20.0,Georginio Wijnaldum2015
Gervinho,AS Roma,Serie A,HB CFFC,2015,18.0,Gervinho2015
Matteo Darmian,Torino,Serie A,Man Utd,2015,18.0,Matteo Darmian2015
Simone Zaza,Sassuolo,Serie A,Juventus,2015,18.0,Simone Zaza2015
Nathaniel Clyne,Southampton,Premier League,Liverpool,2015,17.7,Nathaniel Clyne2015
Xherdan Shaqiri,Inter,Serie A,Stoke City,2015,17.0,Xherdan Shaqiri2015
Aleix Vidal,Sevilla FC,LaLiga,FC Barcelona,2015,17.0,Aleix Vidal2015
Filipe Luís,Chelsea,Premier League,Atlético Madrid,2015,16.0,Filipe Luís2015
Toby Alderweireld,Atlético Madrid,LaLiga,Spurs,2015,16.0,Toby Alderweireld2015
Jonjo Shelvey,Swansea,Premier League,Newcastle,2015,16.0,Jonjo Shelvey2015
Roberto Soldado,Spurs,Premier League,Villarreal CF,2015,16.0,Roberto Soldado2015
Andros Townsend,Spurs,Premier League,Newcastle,2015,15.7,Andros Townsend2015
Roberto Pereyra,Udinese Calcio,Serie A,Juventus,2015,15.0,Roberto Pereyra2015
Asier Illarramendi,Real Madrid,LaLiga,Real Sociedad,2015,15.0,Asier Illarramendi2015
Mario Suárez,Atlético Madrid,LaLiga,Fiorentina,2015,15.0,Mario Suárez2015
Jordy Clasie,Feyenoord,Eredivisie,Southampton,2015,15.0,Jordy Clasie2015
Petr Cech,Chelsea,Premier League,Arsenal,2015,14.0,Petr Cech2015
Paulinho,Spurs,Premier League,GZ Evergrande,2015,14.0,Paulinho2015
Sergi Darder,Málaga CF,LaLiga,Olympique Lyon,2015,13.1,Sergi Darder2015
Hernanes,Inter,Serie A,Juventus,2015,13.0,Hernanes2015
Fredy Guarín,Inter,Serie A,SH Shenhua,2015,13.0,Fredy Guarín2015
Luis Muriel,Udinese Calcio,Serie A,Sampdoria,2015,12.0,Luis Muriel2015
Chicharito,Man Utd,Premier League,Bay. Leverkusen,2015,12.0,Chicharito2015
Rony Lopes,Man City,Premier League,Monaco,2015,12.0,Rony Lopes2015
Allan,Udinese Calcio,Serie A,SSC Napoli,2015,11.5,Allan2015
Fabian Delph,Aston Villa,Premier League,Man City,2015,11.5,Fabian Delph2015
Asmir Begovic,Stoke City,Premier League,Chelsea,2015,11.0,Asmir Begovic2015
Angelo Ogbonna,Juventus,Serie A,West Ham,2015,11.0,Angelo Ogbonna2015
Steven Naismith,Everton,Premier League,Norwich,2015,11.0,Steven Naismith2015
Fabio Borini,Liverpool,Premier League,Sunderland,2015,10.7,Fabio Borini2015
Adalberto Peñaranda,Udinese Calcio,Serie A,Watford,2015,10.6,Adalberto Peñaranda2015
Ricardo Álvarez,Inter,Serie A,Sunderland,2015,10.5,Ricardo Álvarez2015
Jesús Corona,FC Twente,Eredivisie,FC Porto,2015,10.5,Jesús Corona2015
Dusan Basta,Udinese Calcio,Serie A,Lazio,2015,10.5,Dusan Basta2015
Domenico Berardi,Juventus,Serie A,Sassuolo,2015,10.0,Domenico Berardi2015
Connor Wickham,Sunderland,Premier League,Crystal Palace,2015,10.0,Connor Wickham2015
Santi Mina,Celta de Vigo,LaLiga,Valencia CF,2015,10.0,Santi Mina2015
Matija Nastasic,Man City,Premier League,FC Schalke 04,2015,9.5,Matija Nastasic2015
Alberto Paloschi,Chievo Verona,Serie A,Swansea,2015,9.5,Alberto Paloschi2015
Mapou Yanga-Mbiwa,AS Roma,Serie A,Olympique Lyon,2015,9.4,Mapou Yanga-Mbiwa2015
Lewis Grabban,Norwich,Premier League,Bournemouth,2015,9.35,Lewis Grabban2015
Étienne Capoue,Spurs,Premier League,Watford,2015,8.9,Étienne Capoue2015
Benjamin Stambouli,Spurs,Premier League,Paris SG,2015,8.6,Benjamin Stambouli2015
Andrea Bertolacci,Genoa,Serie A,AS Roma,2015,8.5,Andrea Bertolacci2015
Mattia Destro,AS Roma,Serie A,Bologna,2015,8.5,Mattia Destro2015
Nordin Amrabat,Málaga CF,LaLiga,Watford,2015,8.4,Nordin Amrabat2015
Matej Vydra,Udinese Calcio,Serie A,Watford,2015,8.4,Matej Vydra2015
Andrea Belotti,US Palermo,Serie A,Torino,2015,8.4,Andrea Belotti2015
Jonny Evans,Man Utd,Premier League,West Brom,2015,8.3,Jonny Evans2015
Bradley Johnson,Norwich,Premier League,Derby,2015,8.1,Bradley Johnson2015
Raúl García,Atlético Madrid,LaLiga,Athletic Bilbao,2015,8.0,Raúl García2015
Thorgan Hazard,Chelsea,Premier League,Bor. M'gladbach,2015,8.0,Thorgan Hazard2015
Jeison Murillo,Granada CF,LaLiga,Inter,2015,8.0,Jeison Murillo2015
Samu García,Málaga CF,LaLiga,Villarreal CF,2015,8.0,Samu García2015
Samu Castillejo,Málaga CF,LaLiga,Villarreal CF,2015,8.0,Samu Castillejo2015
Steven Nzonzi,Stoke City,Premier League,Sevilla FC,2015,8.0,Steven Nzonzi2015
Alberto Grassi,Atalanta,Serie A,SSC Napoli,2015,8.0,Alberto Grassi2015
Rolando Mandragora,Genoa,Serie A,Juventus,2015,8.0,Rolando Mandragora2015
Stewart Downing,West Ham,Premier League,Middlesbrough,2015,7.9,Stewart Downing2015
Robert Beric,Rapid Vienna,Bundesliga,Saint-Étienne,2015,7.5,Robert Beric2015
Iago Falque,Genoa,Serie A,AS Roma,2015,7.0,Iago Falque2015
Gökhan Inler,SSC Napoli,Serie A,Leicester,2015,7.0,Gökhan Inler2015
Juanmi,Málaga CF,LaLiga,Southampton,2015,7.0,Juanmi2015
Vlad Chiriches,Spurs,Premier League,SSC Napoli,2015,7.0,Vlad Chiriches2015
Oriol Romeu,Chelsea,Premier League,Southampton,2015,7.0,Oriol Romeu2015
Yohan Benalouane,Atalanta,Serie A,Leicester,2015,7.0,Yohan Benalouane2015
Jiawei Yang,SH Shenxin,League One,JS Suning,2015,6.75,Jiawei Yang2015
Carlos Tévez,Juventus,Serie A,Boca Juniors,2015,6.5,Carlos Tévez2015
Robin van Persie,Man Utd,Premier League,Fenerbahce,2015,6.5,Robin van Persie2015
Lewis Holtby,Spurs,Premier League,Hamburger SV,2015,6.5,Lewis Holtby2015
Steven Berghuis,AZ Alkmaar,Eredivisie,Watford,2015,6.5,Steven Berghuis2015
Giovani dos Santos,Villarreal CF,LaLiga,Los Angeles,2015,6.35,Giovani dos Santos2015
Nani,Man Utd,Premier League,Fenerbahce,2015,6.0,Nani2015
Aaron Lennon,Spurs,Premier League,Everton,2015,6.0,Aaron Lennon2015
Pedro Obiang,Sampdoria,Serie A,West Ham,2015,6.0,Pedro Obiang2015
Kiko Casilla,Espanyol,LaLiga,Real Madrid,2015,6.0,Kiko Casilla2015
Eduardo Vargas,SSC Napoli,Serie A,TSG Hoffenheim,2015,6.0,Eduardo Vargas2015
Nemanja Gudelj,AZ Alkmaar,Eredivisie,AFC Ajax,2015,6.0,Nemanja Gudelj2015
Gerard Deulofeu,FC Barcelona,LaLiga,Everton,2015,6.0,Gerard Deulofeu2015
Iago Aspas,Liverpool,Premier League,Sevilla FC,2015,6.0,Iago Aspas2015
Daniele Baselli,Atalanta,Serie A,Torino,2015,6.0,Daniele Baselli2015
Gaël Kakuta,Chelsea,Premier League,Sevilla FC,2015,6.0,Gaël Kakuta2015
David Nugent,Leicester,Premier League,Middlesbrough,2015,5.6,David Nugent2015
Paul Pogba,Juventus,Serie A,Man Utd,2016,105.0,Paul Pogba2016
Gonzalo Higuaín,SSC Napoli,Serie A,Juventus,2016,90.0,Gonzalo Higuaín2016
Oscar,Chelsea,Premier League,SIPG,2016,60.0,Oscar2016
John Stones,Everton,Premier League,Man City,2016,55.6,John Stones2016
Sadio Mané,Southampton,Premier League,Liverpool,2016,41.2,Sadio Mané2016
Shkodran Mustafi,Valencia CF,LaLiga,Arsenal,2016,41.0,Shkodran Mustafi2016
Eric Bailly,Villarreal CF,LaLiga,Man Utd,2016,38.0,Eric Bailly2016
André Gomes,Valencia CF,LaLiga,FC Barcelona,2016,37.0,André Gomes2016
N'Golo Kanté,Leicester,Premier League,Chelsea,2016,35.8,N'Golo Kanté2016
Miralem Pjanic,AS Roma,Serie A,Juventus,2016,32.0,Miralem Pjanic2016
Arkadiusz Milik,AFC Ajax,Eredivisie,SSC Napoli,2016,32.0,Arkadiusz Milik2016
Christian Benteke,Liverpool,Premier League,Crystal Palace,2016,31.2,Christian Benteke2016
Álvaro Morata,Juventus,Serie A,Real Madrid,2016,30.0,Álvaro Morata2016
Paco Alcácer,Valencia CF,LaLiga,FC Barcelona,2016,30.0,Paco Alcácer2016
Kévin Gameiro,Sevilla FC,LaLiga,Atlético Madrid,2016,30.0,Kévin Gameiro2016
Dimitri Payet,West Ham,Premier League,Marseille,2016,29.3,Dimitri Payet2016
Yannick Bolasie,Crystal Palace,Premier League,Everton,2016,28.9,Yannick Bolasie2016
Grzegorz Krychowiak,Sevilla FC,LaLiga,Paris SG,2016,27.5,Grzegorz Krychowiak2016
Jesé,Real Madrid,LaLiga,Paris SG,2016,25.0,Jesé2016
André Ayew,Swansea,Premier League,West Ham,2016,24.1,André Ayew2016
Naby Keïta,RB Salzburg,Bundesliga,RB Leipzig,2016,24.0,Naby Keïta2016
Odion Ighalo,Watford,Premier League,CC Yatai,2016,23.3,Odion Ighalo2016
Marcos Alonso,Fiorentina,Serie A,Chelsea,2016,23.0,Marcos Alonso2016
Morgan Schneiderlin,Man Utd,Premier League,Everton,2016,22.9,Morgan Schneiderlin2016
Vincent Janssen,AZ Alkmaar,Eredivisie,Spurs,2016,22.1,Vincent Janssen2016
Antonio Candreva,Lazio,Serie A,Inter,2016,22.0,Antonio Candreva2016
Mattia Caldara,Atalanta,Serie A,Juventus,2016,19.0,Mattia Caldara2016
Joaquín Correa,Sampdoria,Serie A,Sevilla FC,2016,18.2,Joaquín Correa2016
Claudio Bravo,FC Barcelona,LaLiga,Man City,2016,18.0,Claudio Bravo2016
Nolito,Celta de Vigo,LaLiga,Man City,2016,18.0,Nolito2016
Leonardo Pavoletti,Genoa,Serie A,SSC Napoli,2016,18.0,Leonardo Pavoletti2016
Jordon Ibe,Liverpool,Premier League,Bournemouth,2016,18.0,Jordon Ibe2016
Alexandre Pato,Villarreal CF,LaLiga,TJ Quanjian,2016,18.0,Alexandre Pato2016
Borja Bastón,Atlético Madrid,LaLiga,Swansea,2016,18.0,Borja Bastón2016
Yuhao Zhao,ZJ Greentown,League One,HB CFFC,2016,17.8,Yuhao Zhao2016
Manolo Gabbiadini,SSC Napoli,Serie A,Southampton,2016,17.0,Manolo Gabbiadini2016
Franco Vázquez,US Palermo,Serie A,Sevilla FC,2016,16.8,Franco Vázquez2016
Memphis Depay,Man Utd,Premier League,Olympique Lyon,2016,16.0,Memphis Depay2016
Sime Vrsaljko,Sassuolo,Serie A,Atlético Madrid,2016,16.0,Sime Vrsaljko2016
Joe Allen,Liverpool,Premier League,Stoke City,2016,15.5,Joe Allen2016
Ryan Mason,Spurs,Premier League,Hull City,2016,15.4,Ryan Mason2016
Graziano Pellè,Southampton,Premier League,SD Luneng,2016,15.25,Graziano Pellè2016
Nacer Chadli,Spurs,Premier League,West Brom,2016,15.2,Nacer Chadli2016
Mohamed Salah,Chelsea,Premier League,AS Roma,2016,15.0,Mohamed Salah2016
Jonatan Soriano,RB Salzburg,Bundesliga,BJ Sinobo Guoan,2016,15.0,Jonatan Soriano2016
Isaac Success,Granada CF,LaLiga,Watford,2016,15.0,Isaac Success2016
Amadou Diawara,Bologna,Serie A,SSC Napoli,2016,14.5,Amadou Diawara2016
Victor Wanyama,Southampton,Premier League,Spurs,2016,14.4,Victor Wanyama2016
Lucas Pérez,Dep. La Coruña,LaLiga,Arsenal,2016,14.0,Lucas Pérez2016
Piotr Zielinski,Udinese Calcio,Serie A,SSC Napoli,2016,14.0,Piotr Zielinski2016
Ashley Williams,Swansea,Premier League,Everton,2016,14.0,Ashley Williams2016
Saido Berahino,West Brom,Premier League,Stoke City,2016,13.9,Saido Berahino2016
Jeffrey Schlupp,Leicester,Premier League,Crystal Palace,2016,13.8,Jeffrey Schlupp2016
Roberto Soriano,Sampdoria,Serie A,Villarreal CF,2016,13.75,Roberto Soriano2016
Stevan Jovetic,Man City,Premier League,Inter,2016,13.5,Stevan Jovetic2016
Stephan El Shaarawy,AC Milan,Serie A,AS Roma,2016,13.0,Stephan El Shaarawy2016
Roberto Pereyra,Juventus,Serie A,Watford,2016,13.0,Roberto Pereyra2016
Nicola Sansone,Sassuolo,Serie A,Villarreal CF,2016,13.0,Nicola Sansone2016
Jasper Cillessen,AFC Ajax,Eredivisie,FC Barcelona,2016,13.0,Jasper Cillessen2016
Fernando,Sampdoria,Serie A,Spartak Moscow,2016,12.5,Fernando2016
Riechedly Bazoer,AFC Ajax,Eredivisie,VfL Wolfsburg,2016,12.0,Riechedly Bazoer2016
Matt Ritchie,Bournemouth,Premier League,Newcastle,2016,12.0,Matt Ritchie2016
Robert Snodgrass,Hull City,Premier League,West Ham,2016,12.0,Robert Snodgrass2016
Dwight Gayle,Crystal Palace,Premier League,Newcastle,2016,12.0,Dwight Gayle2016
James Tomkins,West Ham,Premier League,Crystal Palace,2016,11.7,James Tomkins2016
Jeffrey Bruma,PSV Eindhoven,Eredivisie,VfL Wolfsburg,2016,11.5,Jeffrey Bruma2016
Jake Livermore,Hull City,Premier League,West Brom,2016,11.5,Jake Livermore2016
Edin Dzeko,Man City,Premier League,AS Roma,2016,11.0,Edin Dzeko2016
Hakim Ziyech,FC Twente,Eredivisie,AFC Ajax,2016,11.0,Hakim Ziyech2016
Kamil Glik,Torino,Serie A,Monaco,2016,11.0,Kamil Glik2016
Andrej Kramaric,Leicester,Premier League,TSG Hoffenheim,2016,11.0,Andrej Kramaric2016
Cristian Ansaldi,Genoa,Serie A,Inter,2016,10.5,Cristian Ansaldi2016
Patrick van Aanholt,Sunderland,Premier League,Crystal Palace,2016,10.5,Patrick van Aanholt2016
Marten de Roon,Atalanta,Serie A,Middlesbrough,2016,10.5,Marten de Roon2016
Lorenzo Tonelli,FC Empoli,Serie A,SSC Napoli,2016,10.0,Lorenzo Tonelli2016
Dayot Upamecano,RB Salzburg,Bundesliga,RB Leipzig,2016,10.0,Dayot Upamecano2016
Rubén Rochina,Granada CF,LaLiga,Rubin Kazan,2016,10.0,Rubén Rochina2016
Éder,Sampdoria,Serie A,Inter,2016,9.8,Éder2016
Chenglin Zhang,BJ Renhe,League One,GZ Evergrande,2016,9.65,Chenglin Zhang2016
Papy Djilobodji,Chelsea,Premier League,Sunderland,2016,9.5,Papy Djilobodji2016
Ciro Immobile,Sevilla FC,LaLiga,Lazio,2016,9.45,Ciro Immobile2016
Matej Vydra,Watford,Premier League,Derby,2016,9.4,Matej Vydra2016
Alex Pritchard,Spurs,Premier League,Norwich,2016,9.4,Alex Pritchard2016
James Chester,West Brom,Premier League,Aston Villa,2016,9.3,James Chester2016
José Fonte,Southampton,Premier League,West Ham,2016,9.2,José Fonte2016
Nicolás López,Udinese Calcio,Serie A,Internacional,2016,9.09,Nicolás López2016
Miranda,Atlético Madrid,LaLiga,Inter,2016,9.0,Miranda2016
Adem Ljajic,AS Roma,Serie A,Torino,2016,9.0,Adem Ljajic2016
Diego Perotti,Genoa,Serie A,AS Roma,2016,9.0,Diego Perotti2016
Gianluca Lapadula,Pescara,Serie A,AC Milan,2016,9.0,Gianluca Lapadula2016
Ademola Lookman,Charlton,League One,Everton,2016,8.8,Ademola Lookman2016
Gianluca Caprari,Pescara,Serie A,Inter,2016,8.25,Gianluca Caprari2016
Marc Bartra,FC Barcelona,LaLiga,Bor. Dortmund,2016,8.0,Marc Bartra2016
Tomás Rincón,Genoa,Serie A,Juventus,2016,8.0,Tomás Rincón2016
Hernanes,Juventus,Serie A,HB CFFC,2016,8.0,Hernanes2016
Alfred N'Diaye,Real Betis,LaLiga,Villarreal CF,2016,8.0,Alfred N'Diaye2016
Dodô,AS Roma,Serie A,Inter,2016,7.8,Dodô2016
Antonio Sanabria,AS Roma,Serie A,Real Betis,2016,7.5,Antonio Sanabria2016
Timothée Kolodziejczak,Sevilla FC,LaLiga,Bor. M'gladbach,2016,7.5,Timothée Kolodziejczak2016
Malick Evouna,Ahly,Premier League,TJ Teda,2016,7.25,Malick Evouna2016
Denis Cheryshev,Real Madrid,LaLiga,Villarreal CF,2016,7.0,Denis Cheryshev2016
Gerónimo Rulli,Man City,Premier League,Real Sociedad,2016,7.0,Gerónimo Rulli2016
Anwar El Ghazi,AFC Ajax,Eredivisie,LOSC Lille,2016,7.0,Anwar El Ghazi2016
Jonathas,Real Sociedad,LaLiga,Rubin Kazan,2016,7.0,Jonathas2016
Martin Hinteregger,RB Salzburg,Bundesliga,FC Augsburg,2016,7.0,Martin Hinteregger2016
Leo Baptistão,Atlético Madrid,LaLiga,Espanyol,2016,7.0,Leo Baptistão2016
Patrick Bamford,Chelsea,Premier League,Middlesbrough,2016,6.9,Patrick Bamford2016
Haiqing Cao,ZJ Greentown,League One,JS Suning,2016,6.87,Haiqing Cao2016
Jhon Córdoba,Granada CF,LaLiga,1.FSV Mainz 05,2016,6.5,Jhon Córdoba2016
Simone Verdi,AC Milan,Serie A,Bologna,2016,6.5,Simone Verdi2016
Neymar,FC Barcelona,LaLiga,Paris SG,2017,222.0,Neymar2017
Philippe Coutinho,Liverpool,Premier League,FC Barcelona,2017,125.0,Philippe Coutinho2017
Romelu Lukaku,Everton,Premier League,Man Utd,2017,84.7,Romelu Lukaku2017
Virgil van Dijk,Southampton,Premier League,Liverpool,2017,78.8,Virgil van Dijk2017
Diego Costa,Chelsea,Premier League,Atlético Madrid,2017,66.0,Diego Costa2017
Álvaro Morata,Real Madrid,LaLiga,Chelsea,2017,66.0,Álvaro Morata2017
Aymeric Laporte,Athletic Bilbao,LaLiga,Man City,2017,65.0,Aymeric Laporte2017
Kyle Walker,Spurs,Premier League,Man City,2017,52.7,Kyle Walker2017
Gylfi Sigurdsson,Swansea,Premier League,Everton,2017,49.4,Gylfi Sigurdsson2017
Nemanja Matic,Chelsea,Premier League,Man Utd,2017,44.7,Nemanja Matic2017
Leonardo Bonucci,Juventus,Serie A,AC Milan,2017,42.0,Leonardo Bonucci2017
Mohamed Salah,AS Roma,Serie A,Liverpool,2017,42.0,Mohamed Salah2017
Federico Bernardeschi,Fiorentina,Serie A,Juventus,2017,40.0,Federico Bernardeschi2017
Cédric Bakambu,Villarreal CF,LaLiga,BJ Sinobo Guoan,2017,40.0,Cédric Bakambu2017
Davinson Sánchez,AFC Ajax,Eredivisie,Spurs,2017,40.0,Davinson Sánchez2017
Alex Oxlade-Chamberlain,Arsenal,Premier League,Liverpool,2017,38.0,Alex Oxlade-Chamberlain2017
Danny Drinkwater,Leicester,Premier League,Chelsea,2017,37.9,Danny Drinkwater2017
Vitolo,Sevilla FC,LaLiga,Atlético Madrid,2017,36.0,Vitolo2017
Antonio Rüdiger,AS Roma,Serie A,Chelsea,2017,35.0,Antonio Rüdiger2017
Iñigo Martínez,Real Sociedad,LaLiga,Athletic Bilbao,2017,32.0,Iñigo Martínez2017
Yannick Carrasco,Atlético Madrid,LaLiga,DL Yifang,2017,30.0,Yannick Carrasco2017
Keita Baldé,Lazio,Serie A,Monaco,2017,30.0,Keita Baldé2017
Danilo,Real Madrid,LaLiga,Man City,2017,30.0,Danilo2017
Michael Keane,Burnley,Premier League,Everton,2017,28.5,Michael Keane2017
Mamadou Sakho,Liverpool,Premier League,Crystal Palace,2017,28.2,Mamadou Sakho2017
Kelechi Iheanacho,Man City,Premier League,Leicester,2017,27.7,Kelechi Iheanacho2017
Davy Klaassen,AFC Ajax,Eredivisie,Everton,2017,27.0,Davy Klaassen2017
Milan Skriniar,Sampdoria,Serie A,Inter,2017,27.0,Milan Skriniar2017
Davide Zappacosta,Torino,Serie A,Chelsea,2017,25.0,Davide Zappacosta2017
Theo Hernández,Atlético Madrid,LaLiga,Real Madrid,2017,24.0,Theo Hernández2017
Matías Vecino,Fiorentina,Serie A,Inter,2017,24.0,Matías Vecino2017
Andrea Conti,Atalanta,Serie A,AC Milan,2017,24.0,Andrea Conti2017
Leandro Paredes,AS Roma,Serie A,Zenit S-Pb,2017,23.0,Leandro Paredes2017
André Ayew,West Ham,Premier League,Swansea,2017,22.8,André Ayew2017
Nathan Aké,Chelsea,Premier League,Bournemouth,2017,22.8,Nathan Aké2017
Theo Walcott,Arsenal,Premier League,Everton,2017,22.5,Theo Walcott2017
Marko Arnautovic,Stoke City,Premier League,West Ham,2017,22.3,Marko Arnautovic2017
Luis Muriel,Sampdoria,Serie A,Sevilla FC,2017,21.5,Luis Muriel2017
Kingsley Coman,Juventus,Serie A,Bayern Munich ,2017,21.0,Kingsley Coman2017
Pietro Pellegri,Genoa,Serie A,Monaco,2017,21.0,Pietro Pellegri2017
Andre Gray,Burnley,Premier League,Watford,2017,20.4,Andre Gray2017
Juan Cuadrado,Chelsea,Premier League,Juventus,2017,20.0,Juan Cuadrado2017
Roberto Gagliardini,Atalanta,Serie A,Inter,2017,20.0,Roberto Gagliardini2017
Óliver Torres,Atlético Madrid,LaLiga,FC Porto,2017,20.0,Óliver Torres2017
Emerson,AS Roma,Serie A,Chelsea,2017,20.0,Emerson2017
Nikola Maksimovic,Torino,Serie A,SSC Napoli,2017,20.0,Nikola Maksimovic2017
Kevin Wimmer,Spurs,Premier League,Stoke City,2017,19.4,Kevin Wimmer2017
Nabil Bentaleb,Spurs,Premier League,FC Schalke 04,2017,19.0,Nabil Bentaleb2017
Mateo Musacchio,Villarreal CF,LaLiga,AC Milan,2017,18.0,Mateo Musacchio2017
Lucas Biglia,Lazio,Serie A,AC Milan,2017,17.0,Lucas Biglia2017
Olivier Giroud,Arsenal,Premier League,Chelsea,2017,17.0,Olivier Giroud2017
Jürgen Locadia,PSV Eindhoven,Eredivisie,Brighton,2017,17.0,Jürgen Locadia2017
Mario Lemina,Juventus,Serie A,Southampton,2017,17.0,Mario Lemina2017
Ross Barkley,Everton,Premier League,Chelsea,2017,16.9,Ross Barkley2017
Dani Ceballos,Real Betis,LaLiga,Real Madrid,2017,16.5,Dani Ceballos2017
Wesley Hoedt,Lazio,Serie A,Southampton,2017,16.4,Wesley Hoedt2017
Simone Zaza,Juventus,Serie A,Valencia CF,2017,16.0,Simone Zaza2017
Yuri Berchiche,Real Sociedad,LaLiga,Paris SG,2017,16.0,Yuri Berchiche2017
Fernando Llorente,Swansea,Premier League,Spurs,2017,15.1,Fernando Llorente2017
Terence Kongolo,Feyenoord,Eredivisie,Monaco,2017,15.0,Terence Kongolo2017
Giovanni Simeone,Genoa,Serie A,Fiorentina,2017,15.0,Giovanni Simeone2017
Vicente Iborra,Sevilla FC,LaLiga,Leicester,2017,15.0,Vicente Iborra2017
Gianluca Caprari,Inter,Serie A,Sampdoria,2017,15.0,Gianluca Caprari2017
Francis Coquelin,Arsenal,Premier League,Valencia CF,2017,14.0,Francis Coquelin2017
Enes Ünal,Man City,Premier League,Villarreal CF,2017,14.0,Enes Ünal2017
Rick Karsdorp,Feyenoord,Eredivisie,AS Roma,2017,14.0,Rick Karsdorp2017
Jay Rodríguez,Southampton,Premier League,West Brom,2017,13.7,Jay Rodríguez2017
Wilfried Bony,Man City,Premier League,Swansea,2017,13.0,Wilfried Bony2017
Davy Pröpper,PSV Eindhoven,Eredivisie,Brighton,2017,13.0,Davy Pröpper2017
Roque Mesa,UD Las Palmas,LaLiga,Swansea,2017,12.5,Roque Mesa2017
Bruno Peres,Torino,Serie A,AS Roma,2017,12.5,Bruno Peres2017
Yevhen Konoplyanka,Sevilla FC,LaLiga,FC Schalke 04,2017,12.5,Yevhen Konoplyanka2017
Wojciech Szczesny,Arsenal,Premier League,Juventus,2017,12.2,Wojciech Szczesny2017
Gerard Deulofeu,Everton,Premier League,FC Barcelona,2017,12.0,Gerard Deulofeu2017
Pablo Fornals,Málaga CF,LaLiga,Villarreal CF,2017,12.0,Pablo Fornals2017
Mattia De Sciglio,AC Milan,Serie A,Juventus,2017,12.0,Mattia De Sciglio2017
Asmir Begovic,Chelsea,Premier League,Bournemouth,2017,11.5,Asmir Begovic2017
Florian Thauvin,Newcastle,Premier League,Marseille,2017,11.0,Florian Thauvin2017
Gabriel Paulista,Arsenal,Premier League,Valencia CF,2017,11.0,Gabriel Paulista2017
Stevan Jovetic,Inter,Serie A,Monaco,2017,11.0,Stevan Jovetic2017
Jonathan Viera,UD Las Palmas,LaLiga,BJ Sinobo Guoan,2017,11.0,Jonathan Viera2017
Lorenzo Pellegrini,Sassuolo,Serie A,AS Roma,2017,10.0,Lorenzo Pellegrini2017
Ignacio Camacho,Málaga CF,LaLiga,VfL Wolfsburg,2017,10.0,Ignacio Camacho2017
Marco Benassi,Torino,Serie A,Fiorentina,2017,10.0,Marco Benassi2017
